index,date,datetime,cash_type,card,money,z_score,year,month,day,day_of_week,log_money,coffee_name_Americano,coffee_name_Americano with Milk,coffee_name_Cappuccino,coffee_name_Cocoa,coffee_name_Cortado,coffee_name_Espresso,coffee_name_Hot Chocolate,coffee_name_Latte,recency,frequency,monetary,card,total_spent,avg_spent,purchase_count,first_purchase,last_purchase,favorite_coffee,cluster
12,2024-03-02,2024-03-02 10:30:35.668,cash,UNKNOWN,40.0,1.3697589304640942,2024,3,2,5,3.713572066704308,False,False,False,False,False,False,False,True,190,89,3186.0,ANON-0000-0000-0013,28.9,28.9,1.0,2024-03-02 14:38:35.535,2024-03-02 14:38:35.535,Americano,0.0
13,2024-03-02,2024-03-02 10:41:41.249,card,ANON-0000-0000-0011,33.8,0.13792424056839564,2024,3,2,5,3.5496173867804286,False,True,False,False,False,False,False,False,190,1,33.8,ANON-0000-0000-0014,33.8,33.8,1.0,2024-03-02 16:37:24.475,2024-03-02 16:37:24.475,Americano with Milk,0.0
14,2024-03-02,2024-03-02 11:59:45.484,card,ANON-0000-0000-0012,33.8,0.13792424056839564,2024,3,2,5,3.5496173867804286,False,True,False,False,False,False,False,False,190,88,2593.18,ANON-0000-0000-0015,38.7,38.7,1.0,2024-03-03 10:27:18.561,2024-03-03 10:27:18.561,Latte,0.0
15,2024-03-02,2024-03-02 14:38:35.535,card,ANON-0000-0000-0013,28.9,-0.8356225304782041,2024,3,2,5,3.3978584803966405,True,False,False,False,False,False,False,False,190,1,28.9,ANON-0000-0000-0016,28.9,28.9,1.0,2024-03-03 11:33:56.118,2024-03-03 11:33:56.118,Cortado,0.0
16,2024-03-02,2024-03-02 16:37:24.475,card,ANON-0000-0000-0014,33.8,0.13792424056839564,2024,3,2,5,3.5496173867804286,False,True,False,False,False,False,False,False,190,1,33.8,ANON-0000-0000-0017,232.20000000000002,38.7,6.0,2024-03-03 13:09:36.321,2024-04-14 15:46:27.733,Latte,0.0
17,2024-03-02,2024-03-02 17:34:54.969,card,ANON-0000-0000-0004,28.9,-0.8356225304782041,2024,3,2,5,3.3978584803966405,True,False,False,False,False,False,False,False,190,9,289.5,ANON-0000-0000-0018,38.7,38.7,1.0,2024-03-03 17:06:40.271,2024-03-03 17:06:40.271,Cocoa,0.0
18,2024-03-03,2024-03-03 10:10:43.981,cash,UNKNOWN,40.0,1.3697589304640942,2024,3,3,6,3.713572066704308,False,False,False,False,False,False,False,True,189,89,3186.0,ANON-0000-0000-0019,253.26,36.18,7.0,2024-03-03 17:08:45.895,2024-07-08 22:14:46.180,Latte,2.0
19,2024-03-03,2024-03-03 10:27:18.561,card,ANON-0000-0000-0015,38.7,1.1114710116149968,2024,3,3,6,3.681351187693145,False,False,False,False,False,False,False,True,189,1,38.7,ANON-0000-0000-0020,106.3,35.43333333333333,3.0,2024-03-03 18:03:23.369,2024-03-03 18:08:04.959,Americano with Milk,0.0
20,2024-03-03,2024-03-03 11:33:56.118,card,ANON-0000-0000-0016,28.9,-0.8356225304782041,2024,3,3,6,3.3978584803966405,False,False,False,False,True,False,False,False,189,1,28.9,ANON-0000-0000-0021,38.7,38.7,1.0,2024-03-04 10:54:50.958,2024-03-04 10:54:50.958,Latte,0.0
21,2024-03-03,2024-03-03 12:26:56.098,card,ANON-0000-0000-0012,28.9,-0.8356225304782041,2024,3,3,6,3.3978584803966405,True,False,False,False,False,False,False,False,189,88,2593.18,ANON-0000-0000-0022,24.0,24.0,1.0,2024-03-04 14:04:37.734,2024-03-04 14:04:37.734,Espresso,0.0
22,2024-03-03,2024-03-03 13:09:36.321,card,ANON-0000-0000-0017,38.7,1.1114710116149968,2024,3,3,6,3.681351187693145,False,False,False,False,False,False,True,False,189,6,232.20000000000002,ANON-0000-0000-0023,38.7,38.7,1.0,2024-03-05 14:34:55.963,2024-03-05 14:34:55.963,Latte,0.0
23,2024-03-03,2024-03-03 17:06:40.271,card,ANON-0000-0000-0018,38.7,1.1114710116149968,2024,3,3,6,3.681351187693145,False,False,False,True,False,False,False,False,189,1,38.7,ANON-0000-0000-0024,422.26,35.18833333333333,12.0,2024-03-05 17:34:06.043,2024-06-03 14:33:00.952,Americano with Milk,2.0
24,2024-03-03,2024-03-03 17:08:45.895,card,ANON-0000-0000-0019,28.9,-0.8356225304782041,2024,3,3,6,3.3978584803966405,False,False,False,False,True,False,False,False,189,7,253.26,ANON-0000-0000-0025,151.86,37.965,4.0,2024-03-05 17:35:25.021,2024-06-03 14:31:42.338,Cappuccino,0.0
25,2024-03-03,2024-03-03 18:03:23.369,card,ANON-0000-0000-0020,33.8,0.13792424056839564,2024,3,3,6,3.5496173867804286,False,True,False,False,False,False,False,False,189,3,106.3,ANON-0000-0000-0026,76.42,38.21,2.0,2024-03-05 17:36:28.571,2024-05-11 17:21:56.117,Cocoa,0.0
26,2024-03-03,2024-03-03 18:04:27.946,card,ANON-0000-0000-0020,33.8,0.13792424056839564,2024,3,3,6,3.5496173867804286,False,True,False,False,False,False,False,False,189,3,106.3,ANON-0000-0000-0027,38.7,38.7,1.0,2024-03-05 17:37:13.659,2024-03-05 17:37:13.659,Hot Chocolate,0.0
27,2024-03-03,2024-03-03 18:08:04.959,card,ANON-0000-0000-0020,38.7,1.1114710116149968,2024,3,3,6,3.681351187693145,False,False,False,False,False,False,True,False,189,3,106.3,ANON-0000-0000-0028,67.6,33.8,2.0,2024-03-05 17:56:15.776,2024-03-05 18:01:31.242,Cortado,0.0
28,2024-03-04,2024-03-04 10:03:51.994,card,ANON-0000-0000-0001,38.7,1.1114710116149968,2024,3,4,0,3.681351187693145,False,False,False,False,False,False,False,True,188,17,646.14,ANON-0000-0000-0029,77.4,38.7,2.0,2024-03-06 14:52:01.761,2024-03-06 14:53:18.344,Cappuccino,0.0
29,2024-03-04,2024-03-04 10:54:50.958,card,ANON-0000-0000-0021,38.7,1.1114710116149968,2024,3,4,0,3.681351187693145,False,False,False,False,False,False,False,True,188,1,38.7,ANON-0000-0000-0030,38.7,38.7,1.0,2024-03-07 10:18:40.543,2024-03-07 10:18:40.543,Hot Chocolate,0.0
30,2024-03-04,2024-03-04 11:05:16.184,card,ANON-0000-0000-0012,33.8,0.13792424056839564,2024,3,4,0,3.5496173867804286,False,True,False,False,False,False,False,False,188,88,2593.18,ANON-0000-0000-0031,38.7,38.7,1.0,2024-03-07 11:03:58.976,2024-03-07 11:03:58.976,Latte,0.0
31,2024-03-04,2024-03-04 14:04:37.734,card,ANON-0000-0000-0022,24.0,-1.809169301524804,2024,3,4,0,3.2188758248682006,False,False,False,False,False,True,False,False,188,1,24.0,ANON-0000-0000-0032,57.8,28.9,2.0,2024-03-07 15:40:22.606,2024-03-26 13:36:49.644,Americano,0.0
32,2024-03-05,2024-03-05 09:59:52.651,card,ANON-0000-0000-0001,38.7,1.1114710116149968,2024,3,5,1,3.681351187693145,False,False,False,False,False,False,False,True,187,17,646.14,ANON-0000-0000-0033,148.42,29.683999999999997,5.0,2024-03-07 15:41:28.784,2024-05-17 09:00:48.456,Americano,0.0
33,2024-03-05,2024-03-05 14:34:55.963,card,ANON-0000-0000-0023,38.7,1.1114710116149968,2024,3,5,1,3.681351187693145,False,False,False,False,False,False,False,True,187,1,38.7,ANON-0000-0000-0034,38.7,38.7,1.0,2024-03-08 12:22:28.653,2024-03-08 12:22:28.653,Cappuccino,0.0
34,2024-03-05,2024-03-05 17:34:06.043,card,ANON-0000-0000-0024,38.7,1.1114710116149968,2024,3,5,1,3.681351187693145,False,False,False,False,False,False,False,True,187,12,422.26,ANON-0000-0000-0035,67.6,33.8,2.0,2024-03-08 13:53:02.042,2024-03-11 11:32:58.781,Americano,0.0
35,2024-03-05,2024-03-05 17:35:25.021,card,ANON-0000-0000-0025,38.7,1.1114710116149968,2024,3,5,1,3.681351187693145,False,False,False,False,False,False,True,False,187,4,151.86,ANON-0000-0000-0036,38.7,38.7,1.0,2024-03-08 18:57:51.451,2024-03-08 18:57:51.451,Latte,0.0
36,2024-03-05,2024-03-05 17:36:28.571,card,ANON-0000-0000-0026,38.7,1.1114710116149968,2024,3,5,1,3.681351187693145,False,False,False,True,False,False,False,False,187,2,76.42,ANON-0000-0000-0037,38.7,38.7,1.0,2024-03-08 18:59:24.941,2024-03-08 18:59:24.941,Latte,0.0
37,2024-03-05,2024-03-05 17:37:13.659,card,ANON-0000-0000-0027,38.7,1.1114710116149968,2024,3,5,1,3.681351187693145,False,False,False,False,False,False,True,False,187,1,38.7,ANON-0000-0000-0038,24.0,24.0,1.0,2024-03-09 12:05:15.559,2024-03-09 12:05:15.559,Espresso,0.0
38,2024-03-05,2024-03-05 17:38:09.354,card,ANON-0000-0000-0009,38.7,1.1114710116149968,2024,3,5,1,3.681351187693145,False,False,False,False,False,False,True,False,187,63,2212.7,ANON-0000-0000-0039,28.9,28.9,1.0,2024-03-09 12:07:38.275,2024-03-09 12:07:38.275,Americano,0.0
39,2024-03-05,2024-03-05 17:56:15.776,card,ANON-0000-0000-0028,28.9,-0.8356225304782041,2024,3,5,1,3.3978584803966405,False,False,False,False,True,False,False,False,187,2,67.6,ANON-0000-0000-0040,706.36,32.10727272727273,22.0,2024-03-09 12:13:03.521,2024-07-31 20:59:25.013,Americano with Milk,2.0
40,2024-03-05,2024-03-05 18:01:31.242,card,ANON-0000-0000-0028,38.7,1.1114710116149968,2024,3,5,1,3.681351187693145,False,False,False,False,False,False,True,False,187,2,67.6,ANON-0000-0000-0041,38.7,38.7,1.0,2024-03-09 13:09:22.229,2024-03-09 13:09:22.229,Latte,0.0
41,2024-03-06,2024-03-06 12:30:27.089,cash,UNKNOWN,35.0,0.3763438579675636,2024,3,6,2,3.58351893845611,False,True,False,False,False,False,False,False,186,89,3186.0,ANON-0000-0000-0042,71.52,35.76,2.0,2024-03-09 13:41:06.167,2024-06-17 10:55:51.608,Americano with Milk,0.0
42,2024-03-06,2024-03-06 13:24:07.667,card,ANON-0000-0000-0012,28.9,-0.8356225304782041,2024,3,6,2,3.3978584803966405,True,False,False,False,False,False,False,False,186,88,2593.18,ANON-0000-0000-0043,67.6,33.8,2.0,2024-03-09 13:53:10.408,2024-03-09 13:54:36.828,Cappuccino,0.0
43,2024-03-06,2024-03-06 13:25:14.351,card,ANON-0000-0000-0012,28.9,-0.8356225304782041,2024,3,6,2,3.3978584803966405,False,False,False,False,True,False,False,False,186,88,2593.18,ANON-0000-0000-0044,38.7,38.7,1.0,2024-03-09 14:26:52.873,2024-03-09 14:26:52.873,Hot Chocolate,0.0
44,2024-03-06,2024-03-06 14:52:01.761,card,ANON-0000-0000-0029,38.7,1.1114710116149968,2024,3,6,2,3.681351187693145,False,False,True,False,False,False,False,False,186,2,77.4,ANON-0000-0000-0045,24.0,24.0,1.0,2024-03-10 11:19:20.764,2024-03-10 11:19:20.764,Espresso,0.0
45,2024-03-06,2024-03-06 14:53:18.344,card,ANON-0000-0000-0029,38.7,1.1114710116149968,2024,3,6,2,3.681351187693145,False,False,True,False,False,False,False,False,186,2,77.4,ANON-0000-0000-0046,67.6,33.8,2.0,2024-03-10 19:34:00.478,2024-03-10 19:35:54.712,Cortado,0.0
46,2024-03-07,2024-03-07 10:08:58.945,cash,UNKNOWN,40.0,1.3697589304640942,2024,3,7,3,3.713572066704308,False,False,False,False,False,False,False,True,185,89,3186.0,ANON-0000-0000-0047,67.6,33.8,2.0,2024-03-11 16:24:26.401,2024-03-11 16:25:45.664,Americano,0.0
47,2024-03-07,2024-03-07 10:18:40.543,card,ANON-0000-0000-0030,38.7,1.1114710116149968,2024,3,7,3,3.681351187693145,False,False,False,False,False,False,True,False,185,1,38.7,ANON-0000-0000-0048,67.6,33.8,2.0,2024-03-11 16:50:49.608,2024-03-13 11:06:43.038,Cortado,0.0
48,2024-03-07,2024-03-07 11:03:58.976,card,ANON-0000-0000-0031,38.7,1.1114710116149968,2024,3,7,3,3.681351187693145,False,False,False,False,False,False,False,True,185,1,38.7,ANON-0000-0000-0049,145.0,36.25,4.0,2024-03-12 11:20:45.632,2024-04-09 17:25:23.936,Hot Chocolate,0.0
49,2024-03-07,2024-03-07 11:25:43.977,cash,UNKNOWN,40.0,1.3697589304640942,2024,3,7,3,3.713572066704308,False,False,False,False,False,False,False,True,185,89,3186.0,ANON-0000-0000-0050,188.1,31.349999999999998,6.0,2024-03-12 16:15:43.325,2024-04-16 18:09:05.273,Americano,0.0
50,2024-03-07,2024-03-07 15:40:22.606,card,ANON-0000-0000-0032,28.9,-0.8356225304782041,2024,3,7,3,3.3978584803966405,True,False,False,False,False,False,False,False,185,2,57.8,ANON-0000-0000-0051,57.8,28.9,2.0,2024-03-13 12:18:06.336,2024-03-13 12:19:05.128,Americano,0.0
51,2024-03-07,2024-03-07 15:41:28.784,card,ANON-0000-0000-0033,33.8,0.13792424056839564,2024,3,7,3,3.5496173867804286,False,True,False,False,False,False,False,False,185,5,148.42,ANON-0000-0000-0052,33.8,33.8,1.0,2024-03-13 14:26:40.875,2024-03-13 14:26:40.875,Americano with Milk,0.0
52,2024-03-08,2024-03-08 10:34:41.283,card,ANON-0000-0000-0012,28.9,-0.8356225304782041,2024,3,8,4,3.3978584803966405,False,False,False,False,True,False,False,False,184,88,2593.18,ANON-0000-0000-0053,48.0,24.0,2.0,2024-03-13 15:40:22.261,2024-03-13 15:41:20.424,Espresso,0.0
53,2024-03-08,2024-03-08 12:22:28.653,card,ANON-0000-0000-0034,38.7,1.1114710116149968,2024,3,8,4,3.681351187693145,False,False,True,False,False,False,False,False,184,1,38.7,ANON-0000-0000-0054,24.0,24.0,1.0,2024-03-13 16:47:09.373,2024-03-13 16:47:09.373,Espresso,0.0
54,2024-03-08,2024-03-08 13:53:02.042,card,ANON-0000-0000-0035,28.9,-0.8356225304782041,2024,3,8,4,3.3978584803966405,True,False,False,False,False,False,False,False,184,2,67.6,ANON-0000-0000-0055,154.8,38.7,4.0,2024-03-14 10:28:33.017,2024-03-26 10:36:36.151,Latte,0.0
55,2024-03-08,2024-03-08 14:44:12.686,card,ANON-0000-0000-0012,28.9,-0.8356225304782041,2024,3,8,4,3.3978584803966405,True,False,False,False,False,False,False,False,184,88,2593.18,ANON-0000-0000-0056,33.8,33.8,1.0,2024-03-14 13:51:59.905,2024-03-14 13:51:59.905,Americano with Milk,0.0
56,2024-03-08,2024-03-08 14:45:11.048,card,ANON-0000-0000-0033,28.9,-0.8356225304782041,2024,3,8,4,3.3978584803966405,True,False,False,False,False,False,False,False,184,5,148.42,ANON-0000-0000-0057,24.0,24.0,1.0,2024-03-14 13:52:56.248,2024-03-14 13:52:56.248,Espresso,0.0
57,2024-03-08,2024-03-08 14:46:11.155,card,ANON-0000-0000-0012,33.8,0.13792424056839564,2024,3,8,4,3.5496173867804286,False,True,False,False,False,False,False,False,184,88,2593.18,ANON-0000-0000-0058,76.42,38.21,2.0,2024-03-14 15:20:38.367,2024-07-05 12:20:28.670,Cocoa,0.0
58,2024-03-08,2024-03-08 18:57:51.451,card,ANON-0000-0000-0036,38.7,1.1114710116149968,2024,3,8,4,3.681351187693145,False,False,False,False,False,False,False,True,184,1,38.7,ANON-0000-0000-0059,337.0,28.083333333333332,12.0,2024-03-14 16:04:09.506,2024-07-27 12:33:23.070,Americano with Milk,2.0
59,2024-03-08,2024-03-08 18:59:24.941,card,ANON-0000-0000-0037,38.7,1.1114710116149968,2024,3,8,4,3.681351187693145,False,False,False,False,False,False,False,True,184,1,38.7,ANON-0000-0000-0060,38.7,38.7,1.0,2024-03-15 10:53:02.180,2024-03-15 10:53:02.180,Hot Chocolate,0.0
60,2024-03-09,2024-03-09 11:49:37.292,cash,UNKNOWN,40.0,1.3697589304640942,2024,3,9,5,3.713572066704308,False,False,False,False,False,False,True,False,183,89,3186.0,ANON-0000-0000-0061,62.699999999999996,31.349999999999998,2.0,2024-03-16 12:06:55.209,2024-03-16 12:07:53.915,Americano,0.0
61,2024-03-09,2024-03-09 12:05:15.559,card,ANON-0000-0000-0038,24.0,-1.809169301524804,2024,3,9,5,3.2188758248682006,False,False,False,False,False,True,False,False,183,1,24.0,ANON-0000-0000-0062,33.8,33.8,1.0,2024-03-16 17:58:07.241,2024-03-16 17:58:07.241,Americano with Milk,0.0
62,2024-03-09,2024-03-09 12:07:38.275,card,ANON-0000-0000-0039,28.9,-0.8356225304782041,2024,3,9,5,3.3978584803966405,True,False,False,False,False,False,False,False,183,1,28.9,ANON-0000-0000-0063,28.9,28.9,1.0,2024-03-17 12:55:26.065,2024-03-17 12:55:26.065,Cortado,0.0
63,2024-03-09,2024-03-09 12:09:47.714,card,ANON-0000-0000-0012,38.7,1.1114710116149968,2024,3,9,5,3.681351187693145,False,False,True,False,False,False,False,False,183,88,2593.18,ANON-0000-0000-0064,86.69999999999999,28.899999999999995,3.0,2024-03-18 11:17:59.671,2024-04-16 12:52:07.750,Cortado,0.0
64,2024-03-09,2024-03-09 12:13:03.521,card,ANON-0000-0000-0040,28.9,-0.8356225304782041,2024,3,9,5,3.3978584803966405,True,False,False,False,False,False,False,False,183,22,706.36,ANON-0000-0000-0065,77.4,38.7,2.0,2024-03-19 14:02:21.536,2024-03-19 14:03:19.765,Latte,0.0
65,2024-03-09,2024-03-09 12:14:26.458,card,ANON-0000-0000-0040,28.9,-0.8356225304782041,2024,3,9,5,3.3978584803966405,True,False,False,False,False,False,False,False,183,22,706.36,ANON-0000-0000-0066,33.8,33.8,1.0,2024-03-19 16:53:48.706,2024-03-19 16:53:48.706,Americano with Milk,0.0
66,2024-03-09,2024-03-09 13:09:22.229,card,ANON-0000-0000-0041,38.7,1.1114710116149968,2024,3,9,5,3.681351187693145,False,False,False,False,False,False,False,True,183,1,38.7,ANON-0000-0000-0067,38.7,38.7,1.0,2024-03-20 13:16:47.394,2024-03-20 13:16:47.394,Cappuccino,0.0
67,2024-03-09,2024-03-09 13:41:06.167,card,ANON-0000-0000-0042,33.8,0.13792424056839564,2024,3,9,5,3.5496173867804286,False,True,False,False,False,False,False,False,183,2,71.52,ANON-0000-0000-0068,38.7,38.7,1.0,2024-03-20 17:50:28.781,2024-03-20 17:50:28.781,Latte,0.0
68,2024-03-09,2024-03-09 13:53:10.408,card,ANON-0000-0000-0043,28.9,-0.8356225304782041,2024,3,9,5,3.3978584803966405,False,False,False,False,True,False,False,False,183,2,67.6,ANON-0000-0000-0069,191.54000000000002,38.30800000000001,5.0,2024-03-21 19:20:36.508,2024-05-16 17:44:31.548,Latte,0.0
69,2024-03-09,2024-03-09 13:54:36.828,card,ANON-0000-0000-0043,38.7,1.1114710116149968,2024,3,9,5,3.681351187693145,False,False,True,False,False,False,False,False,183,2,67.6,ANON-0000-0000-0070,33.8,33.8,1.0,2024-03-22 10:35:53.619,2024-03-22 10:35:53.619,Americano with Milk,0.0
70,2024-03-09,2024-03-09 14:08:01.829,card,ANON-0000-0000-0009,33.8,0.13792424056839564,2024,3,9,5,3.5496173867804286,False,True,False,False,False,False,False,False,183,63,2212.7,ANON-0000-0000-0071,33.8,33.8,1.0,2024-03-22 13:29:20.343,2024-03-22 13:29:20.343,Americano with Milk,0.0
71,2024-03-09,2024-03-09 14:26:52.873,card,ANON-0000-0000-0044,38.7,1.1114710116149968,2024,3,9,5,3.681351187693145,False,False,False,False,False,False,True,False,183,1,38.7,ANON-0000-0000-0072,38.7,38.7,1.0,2024-03-23 10:43:59.559,2024-03-23 10:43:59.559,Latte,0.0
72,2024-03-09,2024-03-09 19:17:57.572,card,ANON-0000-0000-0009,38.7,1.1114710116149968,2024,3,9,5,3.681351187693145,False,False,True,False,False,False,False,False,183,63,2212.7,ANON-0000-0000-0073,33.8,33.8,1.0,2024-03-23 10:45:07.157,2024-03-23 10:45:07.157,Americano with Milk,0.0
73,2024-03-09,2024-03-09 19:19:10.084,card,ANON-0000-0000-0009,38.7,1.1114710116149968,2024,3,9,5,3.681351187693145,False,False,False,False,False,False,True,False,183,63,2212.7,ANON-0000-0000-0074,77.4,38.7,2.0,2024-03-23 13:10:07.661,2024-03-23 13:11:12.230,Cappuccino,0.0
74,2024-03-10,2024-03-10 07:44:18.538,cash,UNKNOWN,30.0,-0.6170712145289671,2024,3,10,6,3.4339872044851463,True,False,False,False,False,False,False,False,182,89,3186.0,ANON-0000-0000-0075,33.8,33.8,1.0,2024-03-23 14:44:41.276,2024-03-23 14:44:41.276,Americano with Milk,0.0
75,2024-03-10,2024-03-10 07:45:29.441,cash,UNKNOWN,35.0,0.3763438579675636,2024,3,10,6,3.58351893845611,False,True,False,False,False,False,False,False,182,89,3186.0,ANON-0000-0000-0076,72.5,36.25,2.0,2024-03-23 15:47:19.062,2024-03-23 15:49:33.813,Americano with Milk,0.0
76,2024-03-10,2024-03-10 10:06:02.960,cash,UNKNOWN,40.0,1.3697589304640942,2024,3,10,6,3.713572066704308,False,False,False,False,False,False,False,True,182,89,3186.0,ANON-0000-0000-0077,174.88,34.976,5.0,2024-03-24 18:45:08.397,2024-07-27 14:51:53.196,Latte,0.0
77,2024-03-10,2024-03-10 11:19:20.764,card,ANON-0000-0000-0045,24.0,-1.809169301524804,2024,3,10,6,3.2188758248682006,False,False,False,False,False,True,False,False,182,1,24.0,ANON-0000-0000-0078,38.7,38.7,1.0,2024-03-25 14:27:09.163,2024-03-25 14:27:09.163,Latte,0.0
78,2024-03-10,2024-03-10 17:51:03.048,cash,UNKNOWN,35.0,0.3763438579675636,2024,3,10,6,3.58351893845611,False,True,False,False,False,False,False,False,182,89,3186.0,ANON-0000-0000-0079,38.7,38.7,1.0,2024-03-25 19:34:24.542,2024-03-25 19:34:24.542,Cappuccino,0.0
79,2024-03-10,2024-03-10 19:34:00.478,card,ANON-0000-0000-0046,38.7,1.1114710116149968,2024,3,10,6,3.681351187693145,False,False,False,False,False,False,False,True,182,2,67.6,ANON-0000-0000-0080,38.7,38.7,1.0,2024-03-26 10:42:30.170,2024-03-26 10:42:30.170,Latte,0.0
80,2024-03-10,2024-03-10 19:35:54.712,card,ANON-0000-0000-0046,28.9,-0.8356225304782041,2024,3,10,6,3.3978584803966405,False,False,False,False,True,False,False,False,181,2,67.6,ANON-0000-0000-0081,76.42,38.21,2.0,2024-03-26 15:48:02.270,2024-05-24 16:07:19.816,Hot Chocolate,0.0
81,2024-03-11,2024-03-11 10:18:46.724,cash,UNKNOWN,40.0,1.3697589304640942,2024,3,11,0,3.713572066704308,False,False,False,False,False,False,False,True,181,89,3186.0,ANON-0000-0000-0082,33.8,33.8,1.0,2024-03-27 12:57:00.462,2024-03-27 12:57:00.462,Americano with Milk,0.0
82,2024-03-11,2024-03-11 11:24:15.022,cash,UNKNOWN,40.0,1.3697589304640942,2024,3,11,0,3.713572066704308,False,False,True,False,False,False,False,False,181,89,3186.0,ANON-0000-0000-0083,38.7,38.7,1.0,2024-03-27 13:35:20.039,2024-03-27 13:35:20.039,Hot Chocolate,0.0
83,2024-03-11,2024-03-11 11:24:51.565,cash,UNKNOWN,30.0,-0.6170712145289671,2024,3,11,0,3.4339872044851463,False,False,False,False,True,False,False,False,181,89,3186.0,ANON-0000-0000-0084,28.9,28.9,1.0,2024-03-27 18:30:11.833,2024-03-27 18:30:11.833,Cortado,0.0
84,2024-03-11,2024-03-11 11:26:44.221,cash,UNKNOWN,30.0,-0.6170712145289671,2024,3,11,0,3.4339872044851463,True,False,False,False,False,False,False,False,181,89,3186.0,ANON-0000-0000-0085,67.6,33.8,2.0,2024-03-28 14:24:47.092,2024-04-18 18:21:05.945,Cappuccino,0.0
